TIME,A,Bb,B,C,C#,D,Eb,E,F,F#,G,Ab
123.520000000,3.16103,0.000258561,0.1185,0.336824,0.556209,2.24915,0.000762016,1.06498,0.632737,0.398504,0.302653,0.520056
123.562666667,2.95045,0.000550741,0.116035,0.329193,0.562362,2.06592,0.119475,0.745591,0.931204,0.293493,0.376066,0.409611
123.605333333,2.51086,0.153494,0.273369,0.273714,0.348324,1.95734,0.185612,0.818853,1.01127,0.322369,0.400579,0.494292
123.648000000,2.23409,0.384231,0.486513,0.00814489,0.357559,2.07642,0.164835,1.31453,1.04006,0.426386,0.438857,0.346983
123.690666667,2.34413,0.0563678,0.597779,0.00393601,0.346226,2.46061,0.265895,1.52696,0.975025,0.443127,0.205538,0.124972
123.733333333,2.40828,0,0.317491,0.0103409,0.283167,2.36671,0.241316,1.4083,0.789954,0.601547,0.155643,0.385265
123.776000000,2.73233,0.00165083,0.221551,0.0865235,0.260458,2.17846,0.166791,1.21891,0.660385,0.534145,0.194827,0.453754
123.818666667,2.91833,0.00273128,0.269701,0.132178,0.187622,2.05207,0.0963417,1.06132,0.449233,0.675981,0.195473,0.52163
123.861333333,2.15836,0.00263388,0.205878,0.139875,0.0387288,2.03783,0.283703,1.18336,0.1908,0.882458,0.112628,0.637467
123.904000000,0.771287,0.0018824,0.0680457,0.0125854,0.194066,2.4227,0.258918,0.688105,0.210657,0.833927,0.180841,1.52783
123.946666667,0.416467,0.00105954,0.141932,0,0.209059,2.66394,0.221511,0.484994,0.273381,0.506191,0.210695,1.4806
123.989333333,1.01092,0.00111504,0.066274,0.069892,0.482878,2.5516,0.188806,1.09949,0.14206,0.288734,0.228274,0.972375
124.032000000,2.27737,0.0092978,0.141574,0.0593579,0.645032,2.49232,0.0617536,1.52453,0.0125992,0.0201149,0.298866,0.529021
124.074666667,2.9542,0.00504938,0.282611,0.109453,0.746898,2.37954,0.0164654,1.68242,0.0512102,0.00136653,0.155225,0.230461
124.117333333,3.18835,0,0.252143,0.213479,0.996918,2.22616,0.042494,1.54654,0.202039,0,0.384954,0.0416209
124.160000000,2.83898,0.0106245,0.24667,0.162435,1.24974,1.9906,0.00735082,1.497,0.261007,0.00447165,0.425545,0.301776
124.202666667,1.63624,0.111281,0.132428,0.0594996,0.970206,2.2154,0.00586495,1.63665,0.223004,0.011871,0.83322,0.709536
124.245333333,0.744905,0.181978,0.566082,0,0.616024,2.4312,0.00988771,1.56617,0.282977,0.0884772,1.65628,0.95152
124.288000000,0.366667,0.35706,0.910372,0,0.311027,2.47701,0.00956549,0.792522,0.278013,0.0537966,2.48005,0.926406
124.330666667,0.193294,0.473827,1.11059,0,0.0895035,2.97216,0.0790486,0.332909,0.161396,0.0234343,2.6213,0.712138
124.373333333,0.252877,0.385675,1.13354,0,0.133969,3.04152,0.00458365,0.457585,0.183092,0.466763,2.13664,0.512984
124.416000000,0.45375,0.238687,0.687818,0,0.158403,2.88092,0.011277,0.66847,0.187197,1.38464,1.61279,0.738855
124.458666667,0.708433,0.184467,0.0130276,0.0249709,0.157836,2.75029,0.0158597,0.640544,0.116458,2.01802,1.52233,1.14642
124.501333333,0.849015,0.330489,0.00398792,0.15685,0.32823,3.01019,0.00947487,0.276527,0.370894,1.82772,1.07688,1.00004
124.544000000,0.652057,0.400359,0.034573,0.277226,0.451892,2.83989,0.00702349,0.47457,1.14648,0.987344,1.11839,0.673942
124.586666667,0.504275,0.370071,0.111786,0.463981,0.492977,2.92872,0.00923024,0.601534,1.62896,0.523157,0.470884,0.502797
